identity	disposition	target_identity	rationale	first_path	first_line	occurrence_count
npa.package.theorem_premise_report_chunks.v0.1	retain-with-domain-separated-child	npa.package.theorem_premise_report_chunks.v0.1	opaque_chunk_envelope_commits_new_report_hash	npa-core/crates/npa-cli/src/theorem_premise_report_storage.rs	21	1
npa.package.timings.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/diagnostic.rs	16	2
npa.package.timings.v0.2	retain-with-domain-separated-child	npa.package.timings.v0.2	outer_timing_envelope_names_new_nested_measurement_schema	npa-core/crates/npa-cli/examples/bench_package_changed_selection.rs	1148	4
npa.package.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/package_artifacts.rs	2333	43
npa.package.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/tests/package_manifest.rs	45	3
npa.package.verified_export_summary.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/export_summary.rs	932	1
npa.package.verified_export_summary.v0.2	retain-with-domain-separated-child	npa.package.verified_export_summary.v0.2	unchanged_summary_layout_records_the_exact_new_pair_and_rebuilt_certificate_hashes	npa-core/crates/npa-package/src/audit_cache.rs	69	1
npa.package.verified_high_trust.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/schema.rs	84	2
npa.package.verify-selection.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/diagnostic.rs	29	1
npa.package_artifact_snapshot.benchmark_run.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/snap_vmsp_controller.rs	48	1
npa.package_artifact_snapshot.benchmark_sample.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/snap_vmsp_controller.rs	47	2
npa.package_artifact_snapshot.matrix.v3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/snap_vmsp_controller.rs	17	1
npa.package_verifier.linear_dag_planning.baselines.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/bench_package_linear_dag.rs	25	2
npa.package_verifier.linear_dag_planning.iut_run.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/scripts/bench-package-verifier-linear-dag-planning.sh	351	1
npa.package_verifier.linear_dag_planning.matrix.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/scripts/bench-package-verifier-linear-dag-planning.sh	346	3
npa.package_verifier.linear_dag_planning.run.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/scripts/bench-package-verifier-linear-dag-planning.sh	352	1
npa.package_verifier.process_memo_scope.baselines.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_gate.rs	23	2
npa.package_verifier.process_memo_scope.matrix.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/scripts/check-performance.sh	994	3
npa.package_verifier.process_memo_scope.run.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/bench_package_verifier.rs	3066	3
npa.parent-proof.completed-candidate.v1	retain-with-domain-separated-child	npa.parent-proof.completed-candidate.v1	unchanged_parent_proof_layout_commits_new_skeleton_environment_certificate_or_dependency_hashes	npa-core/crates/npa-api/src/parent_proof_integration.rs	19	1
npa.parent-proof.declaration-identity.v1	retain-with-domain-separated-child	npa.parent-proof.declaration-identity.v1	unchanged_parent_proof_layout_commits_new_skeleton_environment_certificate_or_dependency_hashes	npa-core/crates/npa-api/src/parent_proof_integration.rs	12	1
npa.parent-proof.dependency-identity.v1	retain-with-domain-separated-child	npa.parent-proof.dependency-identity.v1	unchanged_parent_proof_layout_commits_new_skeleton_environment_certificate_or_dependency_hashes	npa-core/crates/npa-api/src/parent_proof_integration.rs	15	1
npa.parent-proof.import-closure.v1	retain-with-domain-separated-child	npa.parent-proof.import-closure.v1	unchanged_parent_proof_layout_commits_new_skeleton_environment_certificate_or_dependency_hashes	npa-core/crates/npa-api/src/parent_proof_integration.rs	16	1
npa.parent-proof.import-identity.v1	retain-with-domain-separated-child	npa.parent-proof.import-identity.v1	unchanged_parent_proof_layout_commits_new_skeleton_environment_certificate_or_dependency_hashes	npa-core/crates/npa-api/src/parent_proof_integration.rs	13	1
npa.parent-proof.integration-output.v1	retain-with-domain-separated-child	npa.parent-proof.integration-output.v1	unchanged_parent_proof_layout_commits_new_skeleton_environment_certificate_or_dependency_hashes	npa-core/crates/npa-api/src/parent_proof_integration.rs	21	1
npa.parent-proof.substitution.v1	retain-with-domain-separated-child	npa.parent-proof.substitution.v1	unchanged_parent_proof_layout_commits_new_skeleton_environment_certificate_or_dependency_hashes	npa-core/crates/npa-api/src/parent_proof_integration.rs	17	1
npa.performance.baselines.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/snap_vmsp_controller.rs	52	5
npa.performance.benchmark-build.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/examples/measure_process.rs	1937	1
npa.performance.fixture-generator.logical.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/performance_fixture_generator.rs	908	1
npa.performance.fixture-generator.profile.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/performance_fixture_generator.rs	885	1
npa.performance.fixture-generator.tree.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/performance_fixture_generator.rs	942	1
npa.performance.fixture-generator.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/performance_fixture_generator.rs	25	2
npa.performance.fixtures.v0.0	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_fixture_v02.rs	2173	1
npa.performance.fixtures.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_fixture_v02.rs	2172	7
npa.performance.fixtures.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_fixture_v02.rs	13	2
npa.performance.fixtures.v0.3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_fixture_v02.rs	1814	1
npa.performance.historical-reader-fixtures.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/release_manifest.rs	3663	1
npa.performance.measurements.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_measurement.rs	17	1
npa.performance.measurements.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_measurement.rs	18	1
npa.performance.measurements.v0.3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_gate.rs	1673	2
npa.performance.measurements.v0.4	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_measurement.rs	20	1
npa.performance.measurements.v0.5	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_measurement.rs	21	4
npa.performance.measurements.v0.6	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_measurement.rs	22	4
npa.performance.measurements.v0.7	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_measurement.rs	23	4
npa.performance.measurements.v0.8	bump	npa.performance.measurements.v0.9	zeta_steps_removed_and_physical_reductions_redefined	npa-core/crates/npa-api/examples/bench_package_verifier.rs	3199	15
npa.performance.measurements.v0.9	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/performance_measurement.rs	2491	2
npa.performance.run.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/scripts/tests/check-performance-package-verifier-process-memo.sh	47	1
npa.performance.run.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/bench_package_verifier.rs	321	1
npa.performance.sealed-run.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/sealed_performance_run.rs	6	1
npa.performance_isolation_guardrail.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/tactic.rs	1574	1
npa.producer.authoring.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache.rs	1623	1
npa.producer.changed.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache.rs	1962	1
npa.producer.default.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache.rs	1626	1
npa.producer.fixture.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/package_build_cache.rs	2463	3
npa.producer.hostile.v9	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache/context.rs	3212	1
npa.proof-candidate-identity.hash.v1	retain-with-domain-separated-child	npa.proof-candidate-identity.hash.v1	unchanged_candidate_envelope_commits_new_state_pair_profile_or_certificate_hashes	npa-core/crates/npa-api/src/trust.rs	282	1
npa.proof-candidate-identity.v1	retain-with-domain-separated-child	npa.proof-candidate-identity.v1	unchanged_candidate_envelope_commits_new_state_pair_profile_or_certificate_hashes	npa-core/crates/npa-api/src/trust.rs	56	1
npa.proof-candidate.environment.v2	retain-with-domain-separated-child	npa.proof-candidate.environment.v2	unchanged_candidate_envelope_commits_new_state_pair_profile_or_certificate_hashes	npa-core/crates/npa-api/src/trust.rs	5146	1
npa.proof-candidate.goal-fingerprint.v1	retain-with-domain-separated-child	npa.proof-candidate.goal-fingerprint.v1	unchanged_candidate_envelope_commits_new_state_pair_profile_or_certificate_hashes	npa-core/crates/npa-api/src/trust.rs	4986	1
npa.proof-candidate.import-closure.v2	retain-with-domain-separated-child	npa.proof-candidate.import-closure.v2	unchanged_candidate_envelope_commits_new_state_pair_profile_or_certificate_hashes	npa-core/crates/npa-api/src/trust.rs	5094	1
npa.proof-candidate.machine-axiom-policy.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/trust.rs	5117	1
npa.proof-candidate.machine-feature-profile.v1	retain-with-domain-separated-child	npa.proof-candidate.machine-feature-profile.v1	unchanged_candidate_envelope_commits_new_state_pair_profile_or_certificate_hashes	npa-core/crates/npa-api/src/trust.rs	5131	1
npa.proof-candidate.v1	retain-with-domain-separated-child	npa.proof-candidate.v1	unchanged_candidate_envelope_commits_new_state_pair_profile_or_certificate_hashes	npa-agents/crates/agent-model/src/lib.rs	998	2
npa.proof-hole.expected-output.v1	retain-with-domain-separated-child	npa.proof-hole.expected-output.v1	unchanged_scheduler_hash_layout_commits_new_skeleton_environment_or_context_hashes	npa-core/crates/npa-api/src/proof_hole_scheduler.rs	12	1
npa.proof-hole.result-sharing-key.v1	retain-with-domain-separated-child	npa.proof-hole.result-sharing-key.v1	unchanged_scheduler_hash_layout_commits_new_skeleton_environment_or_context_hashes	npa-core/crates/npa-api/src/proof_hole_scheduler.rs	11	1
npa.proof-hole.work-plan.v1	retain-with-domain-separated-child	npa.proof-hole.work-plan.v1	unchanged_scheduler_hash_layout_commits_new_skeleton_environment_or_context_hashes	npa-core/crates/npa-api/src/proof_hole_scheduler.rs	13	1
npa.proof-skeleton.hole-hash.v1	bump	npa.proof-skeleton.hole-hash.v2	proof_skeleton_term_and_local_grammar_change	npa-core/crates/npa-api/src/proof_skeleton.rs	10	1
npa.proof-skeleton.skeleton-hash.v1	bump	npa.proof-skeleton.skeleton-hash.v2	proof_skeleton_term_and_local_grammar_change	npa-core/crates/npa-api/src/proof_skeleton.rs	9	1
npa.proof-skeleton.v1	bump	npa.proof-skeleton.v2	proof_skeleton_term_and_local_grammar_change	npa-core/crates/npa-api/src/proof_skeleton.rs	8	1
npa.proof-sketch.local-lemma-proposal-hash.v1	retain-with-domain-separated-child	npa.proof-sketch.local-lemma-proposal-hash.v1	unchanged_sketch_layout_commits_new_environment_context_candidate_or_diagnostic_hashes	npa-core/crates/npa-api/src/proof_sketch.rs	11	1
npa.proof-sketch.minimization-record-hash.v1	retain-with-domain-separated-child	npa.proof-sketch.minimization-record-hash.v1	unchanged_sketch_layout_commits_new_environment_context_candidate_or_diagnostic_hashes	npa-core/crates/npa-api/src/proof_sketch.rs	16	1
npa.proof-sketch.revision-decision-hash.v1	retain-with-domain-separated-child	npa.proof-sketch.revision-decision-hash.v1	unchanged_sketch_layout_commits_new_environment_context_candidate_or_diagnostic_hashes	npa-core/crates/npa-api/src/proof_sketch.rs	14	1
npa.proof-sketch.revision-patch-hash.v1	retain-with-domain-separated-child	npa.proof-sketch.revision-patch-hash.v1	unchanged_sketch_layout_commits_new_environment_context_candidate_or_diagnostic_hashes	npa-core/crates/npa-api/src/proof_sketch.rs	12	1
npa.proof-sketch.sketch-hash.v1	retain-with-domain-separated-child	npa.proof-sketch.sketch-hash.v1	unchanged_sketch_layout_commits_new_environment_context_candidate_or_diagnostic_hashes	npa-core/crates/npa-api/src/proof_sketch.rs	9	1
npa.proof-sketch.v1	retain-with-domain-separated-child	npa.proof-sketch.v1	unchanged_sketch_layout_commits_new_environment_context_candidate_or_diagnostic_hashes	npa-core/crates/npa-api/src/proof_sketch.rs	8	1
npa.proof-task.v0	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-agents/apps/agentctl/src/commands/render_open_problem_report.rs	2886	1
npa.proof-task.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-agents/apps/agentctl/src/open_problem_state.rs	326	7
npa.proof.local-context-binder-fingerprint.v1	retain-with-domain-separated-child	npa.proof.local-context-binder-fingerprint.v1	contains_only_new_machine_local_declaration_hashes	npa-core/crates/npa-api/src/proof_semantic.rs	17	1
npa.proof.local-statement-generalization.v1	bump	npa.proof.local-statement-generalization.v2	value_hash_and_unfold_local_definitions_removed	npa-core/crates/npa-api/src/proof_semantic.rs	19	1
npa.reconstruct.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/package_build_cache.rs	2486	3
npa.registry.module.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/tests/package_cli.rs	621	5
npa.repair_effectiveness_benchmark.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/tactic.rs	1572	1
npa.repair_operator.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/tactic.rs	370	1
npa.research-dag.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-agents/apps/agentctl/src/commands/import_research_route.rs	24	2
npa.research-evidence.identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/research_evidence.rs	9	1
npa.research-evidence.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/research_evidence.rs	8	1
npa.research-notebook-entry.identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/research_notebook.rs	9	1
npa.research-notebook-entry.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/research_notebook.rs	8	1
npa.research-target.formalization-candidate.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/research_target.rs	11	1
npa.research-target.identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/research_target.rs	9	1
npa.research-target.state-transition.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/research_target.rs	13	1
npa.research-target.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/research_target.rs	8	1
npa.research-variant.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/research_variant.rs	7	1
npa.route-package.identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/route_package.rs	9	1
npa.route-package.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-agents/apps/agentctl/src/commands/build_proof_route_portfolio.rs	20	4
npa.shared-payload.matrix.v0.3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/support/snap_vmsp_controller.rs	18	1
npa.shared-payload.run.v0.3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/bench_shared_payload.rs	58	2
npa.shared-payload.sample.v0.3	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/bench_shared_payload.rs	59	2
npa.sketch-parent-e2e.base-sketch.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/parent_proof_integration.rs	1638	1
npa.sketch-parent-e2e.policy.high-trust.no-axioms.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/parent_proof_integration.rs	1450	1
npa.sketch-parent-e2e.skeleton.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/parent_proof_integration.rs	1612	1
npa.sketch-parent-e2e.source-free-result.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/parent_proof_integration.rs	1455	1
npa.solver-contract.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/ai_search.rs	7109	2
npa.solver.bitblast.canonical-cnf.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	64	1
npa.solver.bitblast.circuit.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	56	1
npa.solver.bitblast.cnf-artifact.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	58	1
npa.solver.bitblast.cnf-shape.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	6779	1
npa.solver.bitblast.encoded-problem.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	59	1
npa.solver.bitblast.lrat-soundness-bridge.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	73	1
npa.solver.bitblast.reconstruction-step.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	61	1
npa.solver.bitblast.reflected-expr.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	54	1
npa.solver.bitblast.sat-handoff.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	65	1
npa.solver.bitblast.sat-model.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	66	1
npa.solver.bitblast.semantic-plan.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	57	1
npa.solver.bitblast.semantic-proof-artifact.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	63	1
npa.solver.bitblast.variable-map.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	55	1
npa.solver.certificate-metadata.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	26	1
npa.solver.finite-decide.carrier.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	31	1
npa.solver.finite-decide.counterexample.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	37	1
npa.solver.finite-decide.enumeration.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	32	1
npa.solver.finite-decide.predicate-ref.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	33	1
npa.solver.finite-decide.proof-artifact.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	39	1
npa.solver.finite-decide.reflection-contract.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	35	1
npa.solver.inline-payload.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	29	1
npa.solver.lrat.certificate.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	68	1
npa.solver.lrat.check-artifact.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	69	1
npa.solver.lrat.cnf-unsat-bridge.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	71	1
npa.solver.lrat.cnf-unsat-theorem.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	70	1
npa.solver.lrat.cnf.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	67	1
npa.solver.omega.certificate-artifact.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	44	1
npa.solver.omega.nat-to-int-proof-obligation.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	42	1
npa.solver.omega.normalized-problem.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	40	1
npa.solver.omega.reconstruction-plan-ref.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	46	1
npa.solver.omega.reconstruction-step.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	43	1
npa.solver.proof-payload-ref.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	25	1
npa.solver.reconstruction-plan.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	27	1
npa.solver.replay-metadata.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	30	1
npa.solver.request.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	22	1
npa.solver.resource-policy.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	28	1
npa.solver.response-identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	24	1
npa.solver.response-metadata.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	23	1
npa.solver.ring-nf.normalized-problem.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	49	1
npa.solver.ring-nf.polynomial.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	48	1
npa.solver.ring-nf.profile.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	50	1
npa.solver.ring-nf.proof-artifact.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	53	1
npa.solver.ring-nf.reflected-expr.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	47	1
npa.solver.ring-nf.variable-environment.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	52	1
npa.solver.u64-debug.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/solver.rs	12797	1
npa.source_interface.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache.rs	1632	1
npa.std-library.human-module-axioms-debug.v1	retain-with-domain-separated-child	npa.std-library.human-module-axioms-debug.v1	unchanged_standard_library_layout_commits_new_profiles_certificate_bytes_or_certificate_derived_hashes	npa-core/crates/npa-api/src/std_library.rs	94	1
npa.std-library.human-module-graph-debug.v1	retain-with-domain-separated-child	npa.std-library.human-module-graph-debug.v1	unchanged_standard_library_layout_commits_new_profiles_certificate_bytes_or_certificate_derived_hashes	npa-core/crates/npa-api/src/std_library.rs	95	1
